	Phocaeicola_vulgatus	Faecalibacterium_prausnitzii	Bacteroides_uniformis	Prevotella_copri_clade_A	Bacteroides_stercoris	Phocaeicola_dorei	Bacteroides_ovatus	Bacteroides_fragilis	Eubacterium_rectale	Alistipes_putredinis	Bacteroides_caccae	Parabacteroides_distasonis	Bacteroides_xylanisolvens	Roseburia_faecis	Bacteroides_thetaiotaomicron	Roseburia_intestinalis	Phocaeicola_massiliensis	Alistipes_onderdonkii	Parabacteroides_merdae	Akkermansia_muciniphila	Escherichia_coli	Bacteroides_eggerthii	Sutterella_wadsworthensis	Dialister_invisus	Bacteroides_faecis	Bacteroides_cellulosilyticus	Lachnospira_eligens	Faecalibacterium_SGB15346	Eubacterium_siraeum	Barnesiella_intestinihominis	Alistipes_finegoldii	Phascolarctobacterium_faecium	Prevotella_sp_885	Flavonifractor_plautii	Lachnospira_pectinoschiza	Veillonella_parvula	Enterocloster_bolteae	Dysosmobacter_welbionis	Candidatus_Cibionibacter_quicibialis	Firmicutes_bacterium_AF16_15	Ruminococcus_bicirculans	Clostridium_sp_AF34_10BH	Odoribacter_splanchnicus	Alistipes_shahii	Ruminococcus_bromii	Bacteroides_finegoldii	Anaerostipes_hadrus	Prevotella_copri_clade_B	Roseburia_inulinivorans	Prevotella_marseillensis	Bacteroides_caecigallinarum	Phocaeicola_coprocola	Fusicatenibacter_saccharivorans	Ruminococcus_gnavus	Dysosmobacter_sp_BX15	Faecalibacterium_SGB15315	Alistipes_SGB2313	Ruminococcus_torques	Waltera_intestinalis	Blautia_wexlerae	Phocaeicola_plebeius	Ruminococcus_sp_BSD2780120874_150323_B10	Oscillibacter_sp_ER4	Parasutterella_excrementihominis	Acidaminococcus_intestini	Veillonella_dispar	Klebsiella_pneumoniae	GGB3746_SGB5089	GGB1266_SGB1699	Dorea_longicatena	GGB1543_SGB2126	Coprococcus_eutactus	Paraprevotella_clara	Prevotella_copri_clade_E	GGB3278_SGB4328	Roseburia_hominis	Prevotella_copri_clade_C	GGB1680_SGB2312	Bacteroides_ilei	GGB3277_SGB4327	Clostridium_sp_AF36_4	Clostridium_fessum	Lacrimispora_amygdalina	Akkermansia_sp_KLE1798	Bifidobacterium_longum	Clostridiales_bacterium	Clostridiaceae_bacterium	Clostridium_sp_AM22_11AC	GGB9708_SGB15234	Bifidobacterium_adolescentis	Alistipes_dispar	Enterocloster_clostridioformis	Eisenbergiella_massiliensis	Eubacterium_ventriosum	Lachnospira_sp_NSJ_43	Prevotella_stercorea	GGB9342_SGB14306	Hungatella_hathewayi	GGB781_SGB1024	Blautia_obeum	Haemophilus_parainfluenzae	Blautia_faecis	Bilophila_wadsworthia	Clostridium_leptum	Parasutterella_SGB9260	Clostridium_symbiosum	Ruthenibacterium_lactatiformans	Clostridium_sp_AF20_17LB	GGB9713_SGB15249	GGB51647_SGB4348	Roseburia_sp_AF02_12	GGB1549_SGB2133	Clostridium_sp_AT4	GGB6601_SGB9333	GGB4237_SGB5728	Phocaeicola_sartorii	Proteus_mirabilis	Clostridium_sp_1001270H_150608_G6	Alistipes_communis	Dysgonomonas_mossii	GGB33469_SGB15236	Vescimonas_coprocola	Rikenellaceae_bacterium	Prevotella_SGB48271	Bacteroides_salyersiae	Ruminococcus_lactaris	GGB3304_SGB4367	Bacteroides_intestinalis	Phascolarctobacterium_succinatutens	Bacteroides_mediterraneensis	Collinsella_aerofaciens	GGB33512_SGB15201	GGB3175_SGB4191	Clostridium_sp_AM49_4BH	Lactobacillus_acidophilus	GGB16040_SGB9347	Collinsella_SGB14861	Veillonella_rogosae	Butyrivibrio_crossotus	GGB9453_SGB14844	Lacrimispora_celerecrescens	Coprococcus_comes	Tyzzerella_nexilis	Oscillospiraceae_bacterium	Clostridiaceae_bacterium_Marseille_Q4149	GGB3267_SGB4317	GGB9480_SGB14874	GGB3478_SGB14857	Gemmiger_formicilis	GGB58485_SGB80143	GGB28645_SGB41268
HSM7J4IW	2.5491E-05	0.109192496	0.095959302	0	0.033704976	0.148851886	0.018805138	0.000627649	0.089041097	0.046722819	0.012082716	0.009890176	0.036800171	0.013111345	0.006556783	0.008927231	0	0.044221426	0.028518993	0.000777104	7.26651E-05	0	0	0.003268661	0	0.010566057	0.010278041	0.007573354	0.095067435	0	0.007476045	0.001109121	0	6.9915E-05	0	0	0	0.001307972	0.002543596	0.00299302	0.000707189	0.002995453	0.006069599	0.014455491	0.002798188	0	0.002004795	0	0.000800057	0	0	0	0.001595671	1.576E-05	0	0	0	9.36079E-05	0.000299651	8.03864E-05	0	0	0	1.19522E-05	0.011462154	0	0	0.006209429	0	0.000353171	0	0.012704654	0	0	0	0.002022036	0	0	0	0	0.00745616	0.000457357	0.000781229	0	0.000660967	0.000126397	0.001472658	6.03956E-05	0.001944294	0	0	0	0	0	0.002377217	0	0	0	0	0	0.000253958	5.76455E-05	0.000172408	0	0.00300952	0	0	3.39527E-05	0.014833096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001885802	0	0	0	0	0	0	0	0.012178334	0	0	0	0	0	0	0.000295103	0.000164052	0	0	0	0.039824288	0	0	0.001133237	0	0
HSM7J4J7	0.557660153	0.011602014	0.046905567	0	7.66275E-05	7.71417E-06	0.033189973	0.026859723	0.009896667	0	0.054466794	0.013823593	0.047677808	0	6.82961E-05	0	8.74273E-06	0	0.027148438	0	0.009180792	0	0	0	0.084238669	0	0	0.004818993	0	0	0.000307641	0.020120929	0	0.000725852	0	0	0.002214276	0	0	0.003806379	0	0.000496073	0.005165925	0.001974005	0	0	0.004007256	0	0.000948226	0	0	0	0.001559497	0.000830045	0	0.000285836	0	0.002973351	0.000134844	0.00130565	0	0	0	0.012308015	0	0	0	0	0	0.001501178	0	0	0	0	0	0	0	0	0	0	0	0.002906598	0	0	0.000250659	0	0	0	0	0	0	0	0	0.000669487	0	0	0	2.07768E-05	0	0	0	0.000338601	0	0	0	0	0	0.005271763	0	0	0	0	0.00060798	0	0	5.65706E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000703121	0	0	0	0.000929815	0	0	0	0	0	0	0	0	0	0
HSM7J4J9	0.517372363	0.025577781	0.038943486	0	0	2.22183E-05	0.016626831	0.034540601	0.004986345	0	0.076724922	0.01643275	0.074302311	0	0.000103889	0	0	0	0.036740319	0	0	0	0	0	0.06685815	0	0	0.006457626	0	0	0.015528595	0.008215107	0	0.000657927	0	0	0	0	0.000267736	0.002999883	0	0.000215589	0.010535352	0.006073319	0	0	0.002692681	0	0.000306694	0	0	0	0.000685522	0.001373479	0	0.000224314	0	0.004272213	0	0.000585083	0	0	0	0.017569437	0	0	0	0	0	0.000504123	0	0	0	0	0	0	0	0	0	0	0	0.001222111	0	0	5.6814E-05	0	0	0	0	0	0	0	0	0.001423902	0	0	0	0	0	0	0	8.38007E-05	0	0	0	0	0	0.005426857	0	0	0	0	7.30466E-06	0	0	2.13053E-06	0	0	0	0	0	0.000224314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163107	0	0	0	0	0.001525051	0	0	0	0	0
HSM7J4JD	0.358827636	0.056593215	0.08069831	0.009350881	0	1.68041E-05	0.037672898	0.043754164	0.013296102	0.000387406	0.10418145	0.016337647	0.098690453	0	0.001005918	0	0	0	0.033148137	0	0	0	0	0	0.069323039	0	0	0.004573351	0	0	0.007344612	0.003982372	0	0.000253884	0	0.000901348	0.000179683	0	3.79611E-05	0.000597052	0	0	0.012923578	0.007885988	0	0	0.001850679	0	0.000183529	0	0	0	0.001714728	0.000754262	0	0.000639771	0	0.002875528	0.000340334	0.001213945	0	0	0	0.004191614	0	0.000473046	0	0	0.003321039	0.001773947	0	0	0	0	0	3.23935E-06	0	0	0	0	0	0.002737046	0	0	0	0	0	0	0	0	0	0	0	0.000906916	0	0	0	0	0	0	0.000886771	0.000124107	0	0	0	0	0	0.007530773	0	0	0	0	0.000225033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000617399	0	0	0	0	0.0056724	0	0	0	0	0
HSM7J4JF	0.310340896	0.034040396	0.088614808	0	0	1.4442E-05	0.074011247	0.010446516	0.013569029	0	0.099052171	0.029397613	0.111585345	0	1.32215E-05	0	0	0	0.017588163	0	0.002895307	0	0	0	0.015094587	0	0	0.003706598	0	0	0.07462503	0.017902733	0	0.002117068	0	0	0.000576763	0.003012164	0.001622787	0.000190797	0	0	0.021892577	0.021638724	0	0	0.002425333	0	0.000456447	0	0	0	0.000578492	0.001414396	0	0	0	0.004339604	0.009335401	0.00084577	0	0	0	0.005664399	0	0	0	0	0	0.001006258	0	0	0	0	0	0	0	0	0	0	0	0.001352967	0	0	8.74654E-05	0	0	0	0	0	0	1.85101E-05	7.27183E-05	0.004734113	0	0	0	0	0	0	0	0.000200763	0	0	0	0.000647142	0.001650044	0.001198072	0	0	0	0	0	0	0	0	0	0	0.000128757	0	0	0.008497767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000904453	0	0	0	0.000492145	0	0	0	0	0	0	0	0	0	0
HSM7J4JH	0	0	0	0	0	0	0	0	0.047655485	0	0	0	0	0.000134191	0	0.005874282	0	0	0	0.000107587	0.004177968	0	0	0	0	0	0	0	0	0	0	0	0	0.082221082	0	0	0.114305494	0	0	0	0.001445864	0	0	0	0	0	0	0	0	0	0	0	0	0.000835851	0	0	0	0	0	0.009930365	0	0	0	0	0	0.026204036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001265028	0	0	0	0	0	0	0	0	0	0	0	0	0.56467623	0	0	0.028702448	0	0	0	0	0.075470515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026109457	0	0	0.008330621	0	0.002553496	0	0	0	0	0	0	0	0
HSM7J4JJ	0	0.416286887	0	0	0	0	0	0	0.079404792	0	0	0	0	0.075343165	0	0.009709485	0	0	0	0.19285021	0.006256328	0	0	0.040266458	0	0	0	0	0	0	0	0	0	0.046041085	0	0	0.003304239	0.000167393	0	0	0.034433066	0	0	0	0.003545757	0	0	0	0	0	0	0	0.000316422	0.001481943	0	0	0	0.000326996	0	0.002175446	0	0	0	0	0	0.001300081	0.011502731	0.025635563	0	0	0	0	0	0	0	0.000226048	0	0	0	0	0.006105629	0	0	0	0.000853105	0	0	0	0	0	0	4.70794E-05	0	0	0	0	0	0.014900349	0	0.000907308	0.005066766	0	0	0	0	0.003946655	0.003963907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007455239	0.002544402	0	0.001368307	0	0	0.002267157	0	0	0	0	0	0	0	0
HSM7J4JN	0	0.178910911	0	0	0	0	0	0	0.065537594	0	0	0	0	0.004489349	0	0	0	0	0	0.521958567	0.009695695	0	0	0.039034473	0	0	0.001687829	0	0	0	0	0	0	0.042367093	0	4.52912E-05	0.009502024	0	0	0	0.007645311	0	0	0	0.001551618	0	0.011491232	0	0	0	0	0	0.002024021	0.00329792	0	0	0	9.45256E-05	0	0.001170924	0	0	0	0	0	0.001626089	0	0.011442673	0	0	0	0	0	0	0	0.016394848	0	0	0	0	0.031255992	0	0	0	0.000845323	0	0.001827195	0	0	0	0	0.000183418	0	0	0	0	0	0.002123954	0	0.003631295	0.000531101	0	0	0	0	0.00198425	0.007102605	0.012181303	0	0	0	0	0	0	0	0	2.15189E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007387985	0	0	0	0	0	0.000956072	0	0	0	0	0	0	0	0
HSM7J4JP	0	0.530547679	0	0	0	0	0	0	0.09294872	0	0	0	0	0.008185989	0	0.000100134	0	0	0	0.276600971	0.008390776	0	0	0.017305653	0	0	0.00290578	0	0	0	0	0	0	0.011770538	0	0	0.001817229	0.000423757	0	0	0.0025789	0	0	0	0.001077414	0	0.005045582	0	0	0	0	0	0.003959553	0.000457906	0	0	0	0.000575062	0	0.000640102	0	0	0	0	0	0.000738975	0	0.004999455	0	0	0	0	0	0	0	0.008174011	0	0	0	0	0.004479136	0	0	0	0.002619458	0	0.000790355	0	0	0	0	1.63913E-05	0	0	0	0	0	0.001227877	0	0.002215664	0.000631696	0.002166175	0	0	0	0.000537131	0.000400852	0.003658415	0	0	0	0	0	0	0	0	5.85254E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000897214	0	0	0.000558145	0	0	4.42355E-05	0	0	0	0.000454544	0	0	0	0
HSM7J4JT_P	0.096117679	0.142147902	0.006484754	0.500634876	0	0	0.008399953	0.000857303	0.00094145	0	0	0.006247824	0	0	0.002054169	0.000381212	0	0	0.031097387	0	0.001630777	0	0	0.002150004	0.025935721	0	0	0.006421749	0	0.02249206	0.000406818	0.008931504	0	0.001609315	0	0	0	0.003992105	0.000337758	0	0	0.000507433	0.003398187	0	0	0	0.000134933	0	0.021862231	0	0	0.019364907	1.22183E-05	0	0.001392998	0.000851672	0	0.000342964	0.000124415	0.000256479	0	0	0.007689164	0.000476197	0	0	0	0.000197725	0	0	0	0	0	0	0.054917528	7.57537E-05	0	0	0	0	0	0.000270185	0.00079738	0	0	0.000586162	0.001859207	8.47847E-05	0	0	0	0	0	0.00422861	0	0	0	0	0	0	0	6.55541E-05	0.000845297	0	0.006684922	0.000161495	0	0.001864732	0	0	0	0	0	0	0	1.58307E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136973	0	0	0	0	0	4.94046E-05	0	0	0	0.000100509	0	0	0	0.000139077	0	0	0	0	0	0
HSM7J4JV_P	0.070403975	0.038685459	0.002836259	0.666271493	0.011034587	0	0.003070231	0	0.021124092	0.02626512	0.004685207	0.002878992	0.002192835	0.020480971	0.002424281	0	0.00908906	0.002229102	0.015942654	0.000153052	0	0	0.018175595	0	0	0	0	0	0	0	0.001710746	0.001342816	0	0	0	0.000445012	0	6.86966E-06	0.000227406	0.000245489	0	0.000356717	0.004993533	0.005518961	0	0.004965246	0	0	0.00128503	0	0	0	0	0.000973471	0.006053885	0.01355464	0	0	0	0.000143455	0	0	0.004629037	0	0	0.000977613	0	0	0	0.000241448	2.22254E-05	0	0.004810376	0	0	0	0	0	0	0	0	0.000743438	0.000202857	0	0	0	0	0.000109207	0	0	0	0	0	0.002824944	0	0	0	0	0	0.000101428	0.000495625	0	0	0	0	0	0	0	0	0.024021268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000552199	0	0	0	0	0	7.11211E-05	0	0	0	0	0	0	0	0.00025347	0	0	0	0.0001775	0	0
HSM7J4JZ	0.215950911	0.215081685	0.014028202	0	0.04767626	0	0.000522344	0	0.215716018	0.006788557	0	0.00530026	0.001004361	0	0	0	0.020845262	0	0	0	0	0.0209807	0	0	0	0	0.001576332	0	0	0	0	0	0	0	0	0	0	0.001617772	0	0	0	0	0	0	0	0	0.028424714	0	0	0	0	0	0	0	0	0	0	0.013797049	0	0.003763851	0	0	0	0.002754336	0	0.001979208	0	0	0	0.040001799	0	0	0	0	0	0	0	0	0	0	0	0	0.075921266	0	0.000158583	0	0	0	0	0.003183693	0	0	0	0	0	0	0	0	0	0.008617874	0.00026006	0.000470696	0	0	0.000851539	0	0	0	0	0	0	0	0.003690978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005915288	0	0	0	0	0	0	0	0	0	0.041428139	0.001692263	0	0	0	0	0	0	0	0	0
HSM7J4K2	0.254682289	0.139967647	0.116251965	0	0.194007031	0	0.015054487	0	0.041255938	0.047849677	0.014375971	0.040363606	1.81302E-05	0	0	0.001047098	0.024757007	0.003161044	0.00308275	0	0	0.039014371	0	0	0	0.005063404	0.003128937	0	0	0	0.002546743	0	0	0.000426213	0	0.00101023	1.84341E-05	0.003054694	0	0	0	6.24937E-05	0.004258279	0.01147432	0	0	0.003151827	0	0	0	0	0	0	0	0	0	0	0.001485971	0	0.001289172	0	0	0	0.004332218	0	0.000506229	0	0	0	0.000909754	0	0	0	0.000342955	0	0	0	0	0	0	0	0	0.009607411	0	0.001065836	0.000566089	0.001306391	0	0	0.001709814	0	0	0	0	0	0	0	0	0	0.000659374	0	0	0.00041811	0	0.002608224	0	0	0	0	0	0	0	0.000334447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000857895	0	0	0	0	0	0	0	0	0	0.002094601	0.000820926	0	0	0	0	0	0	0	0	0
HSM7J4K4	0.1572087	0.3062509	0.0320843	0	0.1427925	0	0	0	0.2475736	0	0	0	0	0	0	0.043069	0.0171729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004224	0	0.0182641	0	0	0	0	0	0	0	0	0	0.0101156	0	0	0	0	0	0	0	0	0	0	0	0	0.0184802	0	0.0008737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056921	0	0	0	0	0	0	0	0	0	0
HSM7J4K6	0.245289559	0.106245624	0.094601072	0	0.270019009	0	0.010449751	0	0.049186086	0.01920695	0.013111553	0.013704648	0.00074729	2.07096E-05	0.001293224	0.000753543	0.023093902	3.26023E-05	0.002033952	0	0.010517621	0.013475919	0	0.001670406	0	0.000549625	0.005342879	0	0	0	0	0	0	0.000555777	0	0.001459619	0.005329346	0.004496758	0	0	0	0	0.000268405	0.003063077	0	0	0.003430929	0	0	0	0	0	0	0	0	0.002129503	0	0.007125958	0	0.014870129	0	0	0	0.011289208	0	0	0	0	0	0.017473801	0	0	0	0	0	0	0	0	0	0	0	0	0.005910446	0	0.004655976	0.002866643	0.002030876	0	0	0.001840799	0	0.000545217	0	0	0	0	0	0	0	0.001471921	0	0.001782771	0	0	0.003828206	6.16163E-05	0	0	0	0	0	0	0.001815783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00545873	0	0	0	0	0	0	0	0	0	0.012380872	0.002511709	0	0	0	0	0	0	0	0	0
HSM7J4K8	0.218860746	0.215970135	0.033966199	0.006190954	0.088835481	0	0.003103356	7.01798E-05	0.202177592	0.020936493	0.007997139	0.017228939	0.000769457	0	0	0.014330344	0.01205034	0	0.003026243	0	0	0.024875914	0	0.004282336	0	0.00047634	0.00230858	0	0	0	0	0	0	0.002681227	0	0	0	0.002445683	0	0	0	0	0	0.002215813	0	0	0.014363437	0	0	0	0	0	0	0	0	0	0	0.020004824	0	0.005132373	0	0	0	0.010038763	0	0	0	0	0.001177613	0.012319817	0	0	0	0	0	0	0	0	0	0	0	0	0.013793279	0	0.000967494	0	0.000829866	0	0	0.001605836	0	0	0	0	0	0	0	0	0	0.001578101	0	0.000218314	0	0	0.005270737	0	0	0.008526219	0	0	0	0	0.001631996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001747457	0	0	0	0	0	0	0	0	0	0.012544645	0.003449738	0	0	0	0	0	0	0	0	0
HSM7J4KA	0.501531157	0.20652893	0	0	0.064792838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037560712	0	0	0	0	0	0	0	0	0	0	0.048804437	0	0	0	0	0	0	0.02604475	0	0	0	0.058861994	0	0	0	0	0	0.01796727	0	0.020293877	0	0	0	0.011538759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006075276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSM7J4KC	0.063430335	0.051489729	0.00177682	0.656803699	0.005658662	0	0.002930661	0.004372333	0.010148181	0.006198786	0.005359354	0.002364362	0.000615328	0	0	0	0.03166936	0.000124435	0.004376058	3.09073E-05	0.000799967	0	0.010913314	0	0.00195723	0	0.002173079	0	0.000220479	0.003582937	0.000984605	0	0	0	0	0	0	0	0	0.00065882	0	0	0.000613113	0.000722648	0	0.005047663	0.000329209	0.102094018	0	0	0	0	0.001221897	0.000658115	0.002085592	0.002470272	0	0.001203071	0	0.000365452	0	0	0.001598423	0	0	0	0	0	0	0.000340283	0	0	0.002766862	0	0	0	0	0	0	0	0	0.000357297	0.00037109	0	1.82222E-05	0.000382768	0.000506397	0.000751743	0	0	0	0	0	6.84593E-05	0.000284811	0	0	0.000121515	0	0.000889366	0	0.00026981	7.13789E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355384	0	0	5.60762E-05	0	0	0	0	0	0	0.003151845	0	0.000181014	0	0	0	0	0	2.06385E-05	0	0	0	0.000328403	3.73506E-05	0	0	4.57066E-05	0	0	0	0.001574664	0	0
HSM7J4KI	0.175924563	0.179758814	0.012328746	0.003524211	0.010431396	7.74039E-06	0.013599655	0.053749912	0.008010138	0.049604455	0.031153802	0.003133268	0.005621008	0	0	0.000820057	0.070734239	0.001648173	0.030947886	0.062139648	0.000590921	0	0.013325348	0	0.006036021	0.002818033	0.003770313	0	0.002526442	0.01421719	0.003614869	0	0	0.000179938	0	0	0.001088638	0.000976668	0.000571198	0.0018701	0	0	0.004979828	0.00154829	0	0.00760891	0.001167209	0.001747738	0.00019966	0	0	0	0.003913563	0.00616485	0.002492088	0.002598545	0	0.004183628	0.007774428	0.000929271	0	0	0.006774963	0	0	0	0	0	0	0.005338325	0	0	0.020892588	0	0	0.000131163	0	0	0	0	0.001679453	0.003193919	0.000606825	0	9.03399E-05	0.000964368	0.019749873	0.002456249	0	0	0	0	0	0.001260199	0.000155974	0	0	0.010372866	0	0.002499722	0.000269535	0.001589007	0.001855361	0.000621352	0	0	0.002691323	0	0	0	0.000586149	0	0	0	0	0	0	0	0.001100832	0	0	0.002821426	0	0	0	0	0.043531747	0	0.005603089	0	0.001257973	0	0	0.00088145	0	0	0.005228051	0	0	0	0.000789626	4.72906E-05	0	0	0.026260496	0	0	0	0.018667066	0	0
HSM7J4KK	0.15292757	0.035703803	0.013084	0.010818359	0.016800233	0	0.004105785	0.126391079	0.050678667	0.040354498	0.088500361	0.012764464	0.002178645	0	0	0	0.069567572	0.000835778	0.02086456	0.011331072	0.003418639	0	0.011156639	0	0.004130153	0.000493969	0.001015062	0	0.002245243	0.038956059	0.006657553	0	0	0.000692218	0	0	0.002010828	0.00141983	0.001710588	0.001907955	0	0	0.011446515	0.003775002	0	0.006171854	0.015811193	0.002783757	0	0	0	0	0.01725539	0.000400909	0.002069597	0.000675348	0	0.010885066	0.001913909	0.00230765	0	0	0.004862726	0	0	0	0	0	0	0.01419984	0	0	0.00735352	0	0	0	0	0	0	0	0	0.002575254	0.000485699	0	0.000135731	0.000787042	0.002225616	0.00058317	0	0.000600701	0	0	0	0.000113679	0	0	0	0.005703025	0	0.015792007	0.000129667	0.001906521	0.001487861	0.002765233	0	8.45701E-05	0.004642425	0	0	0	0.006834301	0	0	0	0	0	0	0	0.002225506	0	0	0.002960505	0	0	0	0	0.045681974	0	0.005787484	0	0.002667321	0	0	4.85148E-05	0	0	0.005161644	0	0	0	0.001360178	0.000719893	0	0	0.035092406	0	0	0	0.016808613	0	0
HSM7J4KM	0.093063025	0.189897949	0.002546485	0.188534297	0.002950397	0	0.00062433	0.002115934	0.038028281	0.008965564	0.021567877	0.003042452	0.001159999	0	0	0	0.048751638	0	0.004560901	0	0.001256888	0	0.013183855	0	0.002732447	0	2.26281E-05	0	0	0.005065404	0.000584319	0	0	0.00014482	0	0	0.000721939	2.2731E-05	0.001815083	0.010217413	0	0	0.000664032	0.000391261	0	0.005134523	0.000811526	0.205610804	0.015241675	0	0	0	0.000954289	0.003894091	0.006554437	0.014988138	0	0.014089288	0.003832378	0.001145599	0	0	0.008139638	0	0	0.000253538	0	0	0	0.005992951	0	0	0.003159809	0	0	0.000284806	0	0	0	0	0	0.001096332	0.005103461	0	0	0.000692523	0.001469901	0.000483624	0	0.000428185	0	0	0	0	0	0	0	0	0	0.004814541	0.000664443	0.001140354	5.52332E-05	0	0	1.70739E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394552	0	0	0	0	0.00320198	0	0.038276779	0	0.00074755	0	0	0	0	0	0.000317308	0	0	0	0.001922566	6.25359E-05	0	0	0.002863381	0	0	0	0.003528236	0	0
HSM7J4KO	0.465147828	0.062749928	0.03298707	0	0.169286047	0	0.032278639	0	4.24596E-05	0	0.096611645	0.029388469	7.31472E-05	0.009514669	0	0.011798632	0	0.012252608	0	0	0.001888747	1.46898E-05	0	0.006932382	0	0	0.001660753	0	0	0	0	0	0	0.000350342	0.008335158	0.018028419	0.000309492	0.002449073	0	0.006499435	0.000785603	0.000770209	0	0	0	0	0.00056918	0	0.000734591	0	0	0	0.002392628	0	0	0	0	0.001305783	0	0.000828867	0	0	0	0	0	0.00606679	0	0.007539493	0	0.002207999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.68084E-05	0.001224989	0.000123958	0	0	0.001763481	0	4.12522E-05	0	0	0	0	0	0	0	0	0.000413025	0.000169335	0	0	0	2.72667E-05	0	0	0	0	0	0	0.000267636	0	0	6.43937E-06	0	0	0	0	0	0.000872132	0	0	0	0.001096504	0	0	0	0	0	0	0.000179799	0	0	0	0	0	0	0	0.000113293	0.000161085	0	0	0	0	0	0	0.001672223	0	0
HSM7J4KQ	0.288892891	0.125047809	0.067155867	0	0.255191182	0	0.043805729	0	0.027703454	0	0.073978517	0.019381823	7.19155E-06	0.015110855	0	0.012152193	0	0.032880759	0	0	0.000348435	4.03132E-05	0	0.002974464	0	0	0.000157302	0	0	0	0.003889917	0	0	0.000374872	0.006630909	0.000246336	0.00021605	0.001428383	0	0.004435462	0.000885168	0.001628024	0	0	0	0	0.000874127	0	0.001499893	0	0	0	5.46963E-05	0	2.89688E-05	0	0	0.000419946	0	0.000222026	0	0	0	0	0	1.81308E-05	6.57368E-05	0.001565326	0	0.000258085	0	0	0	0	0	0.000695858	0	0	0	0	0	0	0	0	2.65378E-05	0.004715729	0	0	0	0.000185157	0	0	0	0	0	0	0	0	0	5.38859E-05	0	0.000377708	0	0	0	0.000130967	0	0	0	0	0	0	0.000138665	0	0	0	0	0	0	0	0	0.000915352	0	0	0	0.000282699	0	0	0	0	0	0	0.001151761	0	0	0	0	0	0	0	3.83887E-05	6.36097E-05	0	0	0	0	0	0	0.00165284	0	0
HSM7J4L5	0.365626655	0	0.104111823	0	0.351264859	0	0	0	0.000202438	4.68013E-05	0	0.017227501	0	0.015977695	0.071909198	0.013255601	0	2.80608E-06	0.017508309	0	0.001465673	3.39736E-05	0	0.001358942	3.48755E-05	0	0.006406271	0	0	0	0	0	0	0.00195363	0	0.001922162	0	0	0	0	0	0	0	0	0	0	0	0	0.002853178	0	0	0	0.00131635	0.000200434	0	0	0	0.000589777	0	0.00114077	0	0	0	0	0	0	0	0.01524561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001090962	0	0	0	0	0	7.97727E-05	0	0	0	0	0	0	0	0	0	0.005235937	0	0	0	0	0.001892798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51979E-05	0	0	0	0	0	0	0	0
